Bari, SOM: 2347008
Krchh, KHM: 2344935
FAILED: Môndól Kiri, KHM
Rtnkiri, KHM: 2344940
Kepulauan Riau, IDN: 55949082
FAILED: Kâmpôt, KHM
FAILED: Kep, KHM
Krong Preah Sihanouk, KHM: 20070096
Krong Preah Sihanouk, KHM: 20070096
FAILED: Svay Rieng, KHM
FAILED: Takêv, KHM
FAILED: Ningxia Hui, CHN
Shaanxi, CHN: 12578015
Shanxi, CHN: 12578013
FAILED: Dhaka, BGD
Hubei, CHN: 12578002
Hunan, CHN: 12578001
Sichuan, CHN: 12578016
Yunnan, CHN: 12578018
Hebei, CHN: 12578000
Henan, CHN: 12577999
Liaoning, CHN: 12578008
Shandong, CHN: 12578014
Tianjin, CHN: 12578017
Tianjin, CHN: 12578017
Jiangxi, CHN: 12577993
Jiangsu, CHN: 12577994
Shanghai, CHN: 12578012
Zhejiang, CHN: 12577992
Hiroshima, JPN: 2345861
Okayama, JPN: 2345880
Fukui, JPN: 2345856
Shimane, JPN: 2345885
Tottori, JPN: 2345890
Yamaguchi, JPN: 2345894
Saga, JPN: 2345882
Jilin, CHN: 12577995
Fukuoka, JPN: 58646425
Kumamoto, JPN: 2345870
Miyazaki, JPN: 2345874
Ehime, JPN: 2345855
Kagawa, JPN: 2345866
Kochi, JPN: 2345869
Oita, JPN: 2345879
Tokushima, JPN: 2345888
FAILED: Gorontalo, IDN
Nei Mongol, CHN: 12578009
Heilongjiang, CHN: 12577998
Aichi, JPN: 2345851
Gifu, JPN: 2345859
Ishikawa, JPN: 2345864
Mie, JPN: 2345872
Nagano, JPN: 2345875
Shizuoka, JPN: 2345886
Toyama, JPN: 2345891
Hokkaido, JPN: 7153351
Fukui, JPN: 2345856
Hyogo, JPN: 2345862
Kyoto, JPN: 2345871
Nara, JPN: 2345877
Osaka, JPN: 2345881
Shiga, JPN: 2345884
Wakayama, JPN: 2345892
Chiba, JPN: 2345854
Ibaraki, JPN: 2345863
Kanagawa, JPN: 2345868
Saitama, JPN: 2345883
Tochigi, JPN: 2345887
Tokyo, JPN: 2345889
Yamanashi, JPN: 2345895
Akita, JPN: 2345852
Aomori, JPN: 2345853
Fukushima, JPN: 2345858
Iwate, JPN: 2345865
Miyagi, JPN: 2345873
Niigata, JPN: 2345878
Yamagata, JPN: 2345893
FAILED: Bandundu, COD
FAILED: Kasaï-Occidental, COD
FAILED: Chitipa, MWI
Lunda Norte, AGO: 2344671
Lunda Sul, AGO: 2344672
FAILED: Malanje, AGO
Bengo, AGO: 2344673
Cuanza Norte, AGO: 2344660
Cuanza Sul, AGO: 2344661
FAILED: Luanda, AGO
FAILED: Uíge, AGO
Zaire, AGO: 2344670
Bas-Congo, COD: 2344984
FAILED: Kinshasa City, COD
FAILED: Cabinda, AGO
FAILED: Bié, AGO
FAILED: Benguela, AGO
Cuando Cubango, AGO: 2344659
Cunene, AGO: 2344662
FAILED: Huambo, AGO
Hula, AGO: 2347046
Moxico, AGO: 2344668
FAILED: Namibe, AGO
Sud-Kivu, COD: 20069829
Maniema, COD: 20069831
Kasa-Oriental, COD: 2344985
FAILED: Katanga, COD
Nord-Kivu, COD: 20069830
FAILED: Kasungu, MWI
FAILED: Mzimba, MWI
FAILED: Nkhata Bay, MWI
FAILED: Nkhotakota, MWI
FAILED: Rumphi, MWI
FAILED: Machinga, MWI
Sofala, MOZ: 2346315
Zambezia, MOZ: 2346319
FAILED: Dedza, MWI
FAILED: Dowa, MWI
FAILED: Lilongwe, MWI
FAILED: Mangochi, MWI
FAILED: Mchinji, MWI
FAILED: Ntcheu, MWI
FAILED: Ntchisi, MWI
FAILED: Salima, MWI
FAILED: Balaka, MWI
FAILED: Chikwawa, MWI
FAILED: Chiradzulu, MWI
FAILED: Thyolo, MWI
FAILED: Nsanje, MWI
FAILED: Zomba, MWI
FAILED: Blantyre, MWI
FAILED: Mwanza, MWI
FAILED: Mulanje, MWI
FAILED: Phalombe, MWI
FAILED: Inhambane, MOZ
Eastern Cape, ZAF: 2346979
FAILED: Maputo, MOZ
FAILED: Cocos (Keeling) Islands, CCK
FAILED: Cocos (Keeling) Islands, CCK
Jambi, IDN: 2345714
Kalimantan Tengah, IDN: 2345722
FAILED: Jervis Bay Territory, AUS
FAILED: Irian Jaya Barat, IDN
Temotu, SLB: 20069919
La Paz, BOL: 2344804
Oruro, BOL: 2344805
Pando, BOL: 2344806
Potos, BOL: 2344807
Santa Cruz, BOL: 2344808
Tarija, BOL: 2344809
Baja Verapaz, GTM: 2345553
FAILED: Huehuetenango, GTM
FAILED: Petén, GTM
FAILED: Quezaltenango, GTM
FAILED: Retalhuleu, GTM
FAILED: San Marcos, GTM
Alta Verapaz, GTM: 2345552
FAILED: Chimaltenango, GTM
FAILED: Escuintla, GTM
FAILED: Guatemala, GTM
FAILED: Suchitepéquez, GTM
FAILED: Sacatepéquez, GTM
FAILED: Sololá, GTM
FAILED: Totonicapán, GTM
El Progreso, GTM: 2345556
Santa Rosa, GTM: 2345569
FAILED: Bocas del Toro, PAN
Izabal, GTM: 2345560
FAILED: Chiquimula, GTM
FAILED: Jalapa, GTM
FAILED: Jutiapa, GTM
FAILED: Zacapa, GTM
FAILED: Monte Cristi, DOM
FAILED: Puerto Plata, DOM
FAILED: Dajabón, DOM
Espaillat, DOM: 2345178
FAILED: Hermanas, DOM
Bahoruco, DOM: 2345173
FAILED: Barahona, DOM
Independencia, DOM: 2345179
La Estrelleta, DOM: 2347577
FAILED: Pedernales, DOM
FAILED: Azua, DOM
FAILED: La Vega, DOM
FAILED: Monseñor Nouel, DOM
FAILED: Peravia, DOM
FAILED: San José de Ocoa, DOM
Duarte, DOM: 2345177
FAILED: Hato Mayor, DOM
FAILED: Monte Plata, DOM
FAILED: María Trinidad Sánchez, DOM
FAILED: Samaná, DOM
FAILED: San Cristóbal, DOM
Distrito Nacional, DOM: 2345176
El Seybo, DOM: 2345196
La Altagracia, DOM: 2345180
FAILED: La Romana, DOM
Christ Church, BRB: 2344730
Saint Andrew, BRB: 2344731
Saint George, BRB: 2344732
Saint James, BRB: 2344733
Saint John, BRB: 2344734
Saint Joseph, BRB: 2344735
Saint Lucy, BRB: 2344736
Saint Michael, BRB: 2344737
Saint Peter, BRB: 2344738
Saint Philip, BRB: 2344739
Saint Thomas, BRB: 2344740
FAILED: French Guiana, FRA
FAILED: East Ayrshire, GBR
FAILED: East Dunbartonshire, GBR
FAILED: East Renfrewshire, GBR
FAILED: Glasgow, GBR
FAILED: Inverclyde, GBR
FAILED: North Ayshire, GBR
FAILED: North Lanarkshire, GBR
FAILED: Renfrewshire, GBR
FAILED: South Ayrshire, GBR
FAILED: South Lanarkshire, GBR
FAILED: West Dunbartonshire, GBR
FAILED: Aberdeen, GBR
FAILED: Aberdeenshire, GBR
FAILED: Moray, GBR
FAILED: Falkirk, GBR
FAILED: Stirling, GBR
FAILED: Clackmannanshire, GBR
FAILED: Perthshire and Kinross, GBR
FAILED: Angus, GBR
FAILED: Dundee, GBR
Fife, GBR: 12578048
FAILED: East Lothian, GBR
FAILED: Edinburgh, GBR
FAILED: Midlothian, GBR
FAILED: West Lothian, GBR
FAILED: Scottish Borders, GBR
Tyne and Wear, GBR: 24554868
FAILED: Darlington, GBR
FAILED: Durham, GBR
FAILED: Hartlepool, GBR
FAILED: Middlesbrough, GBR
FAILED: Redcar and Cleveland, GBR
FAILED: Stockton-on-Tees, GBR
Northumberland, GBR: 24554868
Hampshire, GBR: 24554868
FAILED: Southampton, GBR
West Midlands, GBR: 24554868
FAILED: Milton Keynes, GBR
Gloucestershire, GBR: 24554868
Buckinghamshire, GBR: 24554868
Bedfordshire, GBR: 24554868
Hertfordshire, GBR: 24554868
FAILED: Bath and North East Somerset, GBR
FAILED: Bristol, GBR
FAILED: North Somerset, GBR
FAILED: South Gloucestershire, GBR
Somerset, GBR: 24554868
Devon, GBR: 24554868
Berkshire, GBR: 24554868
FAILED: Bournemouth, GBR
Dorset, GBR: 24554868
FAILED: Poole, GBR
Cambridgeshire, GBR: 24554868
England, GBR: 24554868
FAILED: Kingston upon Hull, GBR
FAILED: North East Lincolnshire, GBR
FAILED: North Lincolnshire, GBR
FAILED: Derby, GBR
Derbyshire, GBR: 24554868
FAILED: Barking and Dagenham, GBR
FAILED: Bexley, GBR
FAILED: Brent, GBR
FAILED: Bromley, GBR
FAILED: Camden, GBR
FAILED: Croydon, GBR
FAILED: Ealing, GBR
FAILED: Enfield, GBR
FAILED: Greenwich, GBR
FAILED: Hammersmith and Fulham, GBR
FAILED: Hounslow, GBR
FAILED: Islington, GBR
FAILED: Kensington and Chelsea, GBR
FAILED: Merton, GBR
FAILED: Redbridge, GBR
FAILED: Richmond upon Thames, GBR
FAILED: Sutton, GBR
FAILED: Tower Hamlets, GBR
FAILED: Waltham Forest, GBR
FAILED: Wandsworth, GBR
FAILED: Westminster, GBR
Lincolnshire, GBR: 24554868
FAILED: Belfast, GBR
FAILED: Derry, GBR
FAILED: Omagh, GBR
FAILED: Armagh, GBR
FAILED: Newry and Mourne, GBR
FAILED: Banbridge, GBR
FAILED: Craigavon, GBR
FAILED: Dungannon, GBR
FAILED: Lisburn, GBR
FAILED: Ulster, GBR
FAILED: Antrim, GBR
FAILED: Magherafelt, GBR
FAILED: Ballymena, GBR
FAILED: Larne, GBR
FAILED: Carrickfergus, GBR
FAILED: Newtownabbey, GBR
FAILED: North Down, GBR
Down, GBR: 20070563
FAILED: Coleraine, GBR
FAILED: Ballymoney, GBR
FAILED: Limavady, GBR
FAILED: Castlereagh, GBR
Carmarthenshire, GBR: 12578049
Ceredigion, GBR: 12578049
Pembrokeshire, GBR: 12578049
Merseyside, GBR: 24554868
FAILED: Halton, GBR
Cheshire, GBR: 24554868
Cornwall, GBR: 24554868
Powys, GBR: 12578049
FAILED: Bridgend, GBR
FAILED: Caerphilly, GBR
FAILED: Merthyr Tydfil, GBR
FAILED: Rhondda, Cynon, Taff, GBR
FAILED: Cardiff, GBR
Vale of Glamorgan, GBR: 12578049
Neath Port Talbot, GBR: 12578049
FAILED: Swansea, GBR
FAILED: York, GBR
FAILED: Telford and Wrekin, GBR
FAILED: Blackburn with Darwen, GBR
Lancashire, GBR: 24554868
East Riding of Yorkshire, GBR: 24554868
Denbighshire, GBR: 12578049
Flintshire, GBR: 12578049
FAILED: Wrexham, GBR
Anglesey, GBR: 12578049
FAILED: Conwy, GBR
Gwynedd, GBR: 12578049
Blaenau Gwent, GBR: 12578049
Monmouthshire, GBR: 12578049
FAILED: Newport, GBR
Torfaen, GBR: 12578049
FAILED: Strabane, GBR
Fermanagh, GBR: 20070563
FAILED: Ards, GBR
Dumfries and Galloway, GBR: 12578048
Cumbria, GBR: 24554868
North Yorkshire, GBR: 24554868
FAILED: Plymouth, GBR
FAILED: Torbay, GBR
FAILED: Adrar, DZA
FAILED: Aïn Témouchent, DZA
FAILED: Oran, DZA
FAILED: Sidi Bel Abbès, DZA
FAILED: Tlemcen, DZA
FAILED: Béchar, DZA
FAILED: Naâma, DZA
FAILED: Tindouf, DZA
Maccarthy Island, GMB: 2345445
Upper River, GMB: 2345446
FAILED: Banjul, GMB
Lower River, GMB: 2345444
Northern, GHA: 2345467
Upper East, GHA: 2345470
Upper West, GHA: 2345471
Ashanti, GHA: 2345463
Brong Ahafo, GHA: 2345464
Central, GHA: 2345465
Eastern, GHA: 2345466
Western, GHA: 2345469
FAILED: Annaba, DZA
FAILED: El Tarf, DZA
FAILED: Jijel, DZA
FAILED: Skikda, DZA
FAILED: Tomsk, RUS
Estuaire, GAB: 2345449
Borgou, BEN: 2344826
Alibori, BEN: 55967672
Collines, BEN: 55967670
Greater Accra, GHA: 2345462
Volta, GHA: 2345468
Atlantique, BEN: 2344825
Littoral, BEN: 55967673
Kouffo, BEN: 55967668
Oum, BEN: 2344828
Zou, BEN: 2344829
Plateau, BEN: 55967669
Mono, BEN: 2344827
Atakora, BEN: 2344824
Donga, BEN: 55967671
Kompienga, BFA: 55967354
Gourma, BFA: 2347617
Cuvette-Ouest, COG: 55998384
Ogoou-Ivindo, GAB: 2345454
Wouleu-Ntem, GAB: 2345457
FAILED: Illizi, DZA
Tamanghasset, DZA: 2344623
FAILED: El Bayadh, DZA
FAILED: El Oued, DZA
FAILED: Ghardaïa, DZA
FAILED: Laghouat, DZA
FAILED: Ouargla, DZA
FAILED: Alger, DZA
FAILED: Boumerdès, DZA
FAILED: Tizi Ouzou, DZA
FAILED: Tipaza, DZA
FAILED: Aïn Defla, DZA
FAILED: Chlef, DZA
FAILED: Mascara, DZA
FAILED: Mostaganem, DZA
FAILED: Relizane, DZA
FAILED: Saïda, DZA
FAILED: Tiaret, DZA
FAILED: Tissemsilt, DZA
FAILED: Bordj Bou Arréridj, DZA
FAILED: Béjaïa, DZA
FAILED: Blida, DZA
FAILED: Bouira, DZA
FAILED: Biskra, DZA
FAILED: Djelfa, DZA
FAILED: Médéa, DZA
FAILED: M'Sila, DZA
FAILED: Sétif, DZA
FAILED: Batna, DZA
FAILED: Constantine, DZA
FAILED: Guelma, DZA
FAILED: Khenchela, DZA
FAILED: Mila, DZA
FAILED: Oum el Bouaghi, DZA
FAILED: Souk Ahras, DZA
FAILED: Tébessa, DZA
West Bosnia, BIH: 24549661
Una-Sana, BIH: 24549661
Central Bosnia, BIH: 24549661
West Herzegovina, BIH: 24549661
Herzegovina-Neretva, BIH: 24549661
Aydin, TUR: 2347266
Izmir, TUR: 2347290
FAILED: Sliven, BGR
FAILED: Haskovo, BGR
FAILED: Stara Zagora, BGR
FAILED: Pazardzhik, BGR
FAILED: Plovdiv, BGR
FAILED: Smolyan, BGR
FAILED: Kardzhali, BGR
Balikesir, TUR: 2347267
anakkale, TUR: 2347274
Edirne, TUR: 2347279
Kirklareli, TUR: 2347294
Tekirdag, TUR: 2347310
Grad Sofiya, BGR: 20070061
Sofia, BGR: 20070061
FAILED: Pernik, BGR
FAILED: Gabrovo, BGR
FAILED: Lovech, BGR
FAILED: Pleven, BGR
FAILED: Veliko Tarnovo, BGR
FAILED: Montana, BGR
FAILED: Vratsa, BGR
FAILED: Kyustendil, BGR
FAILED: Vidin, BGR
FAILED: Burgas, BGR
FAILED: Yambol, BGR
FAILED: Razgrad, BGR
FAILED: Targovishte, BGR
FAILED: Shumen, BGR
FAILED: Dobrich, BGR
FAILED: Varna, BGR
FAILED: Silistra, BGR
FAILED: Ruse, BGR
Bilecik, TUR: 2347268
Bursa, TUR: 2347273
Istanbul, TUR: 2347289
Kocaeli, TUR: 2347296
Sakarya, TUR: 2347306
Bolu, TUR: 2347271
Eskisehir, TUR: 2347283
Kastamonu, TUR: 2347292
Antalya, TUR: 2347264
Afyon, TUR: 2347260
Burdur, TUR: 2347272
Denizli, TUR: 2347277
Isparta, TUR: 2347288
Ktahya, TUR: 2347297
Manisa, TUR: 2347299
Mugla, TUR: 2347301
FAILED: Adygey, RUS
FAILED: Karachay-Cherkess, RUS
Adiyaman, TUR: 2347259
Elazig, TUR: 2347280
K. Maras, TUR: 2347300
Malatya, TUR: 2347298
Mersin, TUR: 2347287
Kirsehir, TUR: 2347295
Kayseri, TUR: 2347293
Nevsehir, TUR: 2347303
Hatay, TUR: 2347286
Amasya, TUR: 2347262
orum, TUR: 2347276
Giresun, TUR: 2347285
Ordu, TUR: 2347304
Sinop, TUR: 2347308
Sivas, TUR: 2347309
Samsun, TUR: 2347307
Tokat, TUR: 2347311
Artvin, TUR: 2347265
Erzurum, TUR: 2347282
Erzincan, TUR: 2347281
Rize, TUR: 2347305
Trabzon, TUR: 2347312
FAILED: Ingush, RUS
FAILED: Kabardin-Balkar, RUS
FAILED: North Ossetia, RUS
Stavropol', RUS: 2346887
Agri, TUR: 2347261
Bingl, TUR: 2347269
Diyarbakir, TUR: 2347278
Mus, TUR: 2347302
Bitlis, TUR: 2347270
Bakool, SOM: 2347006
Bay, SOM: 2347009
Gedo, SOM: 2347011
Jubbada Dhexe, SOM: 2347013
Shabeellaha Hoose, SOM: 2347019
Essex, GBR: 24554868
Suffolk, GBR: 24554868
Norfolk, GBR: 24554868
Vorarlberg, AUT: 2344715
FAILED: Chukchi Autonomous Okrug, RUS
Burgenland, AUT: 2344708
Steiermark, AUT: 2344713
FAILED: Kaliningrad, RUS
Krnten, AUT: 2344709
Obersterreich, AUT: 2344711
FAILED: Salzburg, AUT
FAILED: Salzburg, AUT
Tirol, AUT: 2344714
Niedersterreich, AUT: 2344710
Wien, AUT: 2344710
FAILED: Murmansk, RUS
FAILED: Murmansk, RUS
FAILED: Novgorod, RUS
Pskov, RUS: 2346920
FAILED: Leningrad, RUS
FAILED: City of St. Petersburg, RUS
FAILED: Brest, BLR
FAILED: Homyel', BLR
FAILED: Mahilyow, BLR
FAILED: Vitsyebsk, BLR
FAILED: Bryansk, RUS
Smolensk, RUS: 2346925
FAILED: Hrodna, BLR
FAILED: Minsk, BLR
FAILED: Pärnu, EST
FAILED: Põlva, EST
FAILED: Rapla, EST
FAILED: Valga, EST
FAILED: Viljandi, EST
FAILED: Võru, EST
Saare, EST: 2345286
FAILED: Karelia, RUS
Arkhangel'sk, RUS: 20070508
FAILED: Ivanovo, RUS
Kostroma, RUS: 2346903
FAILED: Nizhegorod, RUS
FAILED: Tver', RUS
FAILED: Vologda, RUS
Yaroslavl', RUS: 2346936
FAILED: Kaluga, RUS
FAILED: Kursk, RUS
FAILED: Lipetsk, RUS
FAILED: Moskovsskaya, RUS
FAILED: Moskva, RUS
FAILED: Orel, RUS
FAILED: Rostov, RUS
FAILED: Tula, RUS
FAILED: Volgograd, RUS
FAILED: Belgorod, RUS
FAILED: Krasnodar, RUS
FAILED: Mordovia, RUS
FAILED: Penza, RUS
Ryazan', RUS: 2346922
Tambov, RUS: 2346927
FAILED: Vladimir, RUS
FAILED: Voronezh, RUS
Bashkortostan, RUS: 2346866
FAILED: Chelyabinsk, RUS
FAILED: Kurgan, RUS
FAILED: Nenets, RUS
FAILED: Yamal-Nenets, RUS
Komi, RUS: 2346874
FAILED: Kirov, RUS
Mariy-El, RUS: 2346875
FAILED: Sverdlovsk, RUS
FAILED: Udmurt, RUS
Astrakhan', RUS: 2346890
FAILED: Chuvash, RUS
FAILED: Kalmyk, RUS
FAILED: Orenburg, RUS
Samara, RUS: 2346906
FAILED: Saratov, RUS
Tatarstan, RUS: 2346878
FAILED: Ul'yanovsk, RUS
FAILED: Khanty-Mansiy, RUS
FAILED: Omsk, RUS
Tyumen', RUS: 20070528
Altay, RUS: 20070530
Gorno-Altay, RUS: 20070530
FAILED: Kemerovo, RUS
FAILED: Khakass, RUS
FAILED: Novosibirsk, RUS
FAILED: Ad Dakhliyah, OMN
Al Wusta, OMN: 2346257
Ash Sharqiyah, OMN: 2346256
Banaadir, SOM: 2347007
Galguduud, SOM: 2347010
Hiiraan, SOM: 2347012
Shabeellaha Dhexe, SOM: 2347018
Dhofar, OMN: 2346258
Mudug, SOM: 2347015
Nugaal, SOM: 2347016
FAILED: Al Dhahira, OMN
FAILED: S?d?r?k, AZE
Chechnya, RUS: 2346868
Dagestan, RUS: 2346870
FAILED: Ordubad, AZE
FAILED: S?rur, AZE
FAILED: Bab?k, AZE
FAILED: Culfa, AZE
FAILED: Naxçivan, AZE
FAILED: Sahbuz, AZE
FAILED: Al Batnah, OMN
Musandam, OMN: 4693371
Muscat, OMN: 2346260
FAILED: Chandigarh, IND
Delhi, IND: 20070458
Himachal Pradesh, IND: 2345745
Haryana, IND: 2345744
Jammu and Kashmir, IND: 2345746
FAILED: Khulna, BGD
Chhukha, BTN: 2344873
Daga, BTN: 2344875
Ha, BTN: 2344877
Paro, BTN: 2344880
Gasa, BTN: 55967862
Samchi, BTN: 2344883
Thimphu, BTN: 2344887
Punakha, BTN: 2344882
Andhra Pradesh, IND: 2345740
Kerala, IND: 2345747
Lakshadweep, IND: 2345748
Orissa, IND: 2345755
Dadra and Nagar Haveli, IND: 20070457
Karnataka, IND: 2345753
Maharashtra, IND: 2345750
FAILED: Kandy, LKA
FAILED: Matale, LKA
FAILED: Nuwara Eliya, LKA
FAILED: Ampara, LKA
FAILED: Batticaloa, LKA
FAILED: Polonnaruwa, LKA
FAILED: Trincomalee, LKA
FAILED: Anuradhapura, LKA
FAILED: Vavuniya, LKA
FAILED: Mannar, LKA
FAILED: Mullaitivu, LKA
FAILED: Jaffna, LKA
FAILED: Kilinochchi, LKA
FAILED: Kurunegala, LKA
FAILED: Puttalam, LKA
FAILED: Ratnapura, LKA
FAILED: Galle, LKA
FAILED: Hambantota, LKA
FAILED: Matara, LKA
FAILED: Badulla, LKA
FAILED: Moneragala, LKA
FAILED: Kegalle, LKA
FAILED: Colombo, LKA
FAILED: Gampaha, LKA
FAILED: Kalutara, LKA
FAILED: Kayah, MMR
Andaman and Nicobar, IND: 2345739
FAILED: Barisal, BGD
FAILED: Chittagong, BGD
Assam, IND: 2345741
Manipur, IND: 2345751
Nagaland, IND: 2345754
Bumthang, BTN: 2344872
Chirang, BTN: 2344874
Geylegphug, BTN: 2344876
Lhuntshi, BTN: 2344878
Tashi Yangtse, BTN: 55967863
Shemgang, BTN: 2344885
Tongsa, BTN: 2344888
Wangdi Phodrang, BTN: 2344889
FAILED: Sylhet, BGD
Meghalaya, IND: 2345752
Mongar, BTN: 2344879
Pemagatsel, BTN: 2344881
Samdrup Jongkhar, BTN: 2344884
Tashigang, BTN: 2344886
Chungcheongbuk-do, KOR: 2345965
FAILED: Inch'on-gwangyoksi, KOR
Gangwon-do, KOR: 2345966
FAILED: Seoul, KOR
Gyeonggi-do, KOR: 2345969
Jeollabuk-do, KOR: 2345964
FAILED: Gwangju, KOR
FAILED: Kyongsang-namdo, KOR
Chungcheongnam-do, KOR: 2345973
Daejeon, KOR: 2345975
FAILED: Daegu, KOR
Gyeongsangnam-do, KOR: 2345967
Kwangju-gwangyoksi, KOR: 2345974
FAILED: Busan, KOR
FAILED: Ulsan, KOR
Taegu-gwangyoksi, KOR: 2345971
Jeju, KOR: 2345963
Tawi-Tawi, PHL: 23424729
FAILED: Sabah, PHL
Bohol, PHL: 23424721
FAILED: Cebu, PHL
Guimaras, PHL: 23424725
Negros Oriental, PHL: 23424721
FAILED: Siquijor, PHL
Negros Occidental, PHL: 23424725
Basilan, PHL: 23424729
Zamboanga del Norte, PHL: 23424731
Zamboanga del Sur, PHL: 23424731
Zamboanga Del Sur, PHL: 23424731
Misamis Occidental, PHL: 23424730
Sulu, PHL: 23424729
Aklan, PHL: 23424725
Antique, PHL: 23424725
Antique, PHL: 23424725
Capiz, PHL: 23424725
FAILED: Iloilo, PHL
Guimaras, PHL: 23424725
Occidental Mindoro, PHL: 23424719
Occidental Mindoro, PHL: 23424719
Occidental Mindoro, PHL: 23424719
Palawan, PHL: 23424725
FAILED: Romblon, PHL
Albay, PHL: 23424720
Camarines Norte, PHL: 23424720
Camarines Sur, PHL: 23424720
Catanduanes, PHL: 23424720
FAILED: Masbate, PHL
FAILED: Sorsogon, PHL
Abra, PHL: 23424716
Batanes, PHL: 23424715
Cagayan, PHL: 23424715
Cagayan, PHL: 23424715
Apayao, PHL: 23424716
Ilocos Norte, PHL: 23424724
Ilocos Sur, PHL: 23424724
Aurora, PHL: 23424722
Isabela, PHL: 23424715
Ifugao, PHL: 23424716
Mountain Province, PHL: 23424716
Nueva Vizcaya, PHL: 23424715
Quirino, PHL: 23424715
Bataan, PHL: 23424722
FAILED: Tarlac, PHL
Nueva Ecija, PHL: 23424722
Pampanga, PHL: 23424722
Benguet, PHL: 23424716
Zambales, PHL: 23424722
La Union, PHL: 23424724
Pangasinan, PHL: 23424724
Cavite, PHL: 23424717
FAILED: Batangas, PHL
FAILED: Bulacan, PHL
Laguna, PHL: 23424717
Rizal, PHL: 23424717
Metropolitan Manila, PHL: 23424718
Marinduque, PHL: 23424719
Occidental Mindoro, PHL: 23424719
Oriental Mindoro, PHL: 23424719
FAILED: Quezon, PHL
Lanao del Norte, PHL: 23424730
Lanao del Sur, PHL: 23424729
Lanao Del Sur, PHL: 23424729
Maguindanao, PHL: 23424729
Shariff Kabunsuan, PHL: 23424729
North Cotabato, PHL: 23424728
North Cotabato, PHL: 23424728
Sultan Kudarat, PHL: 23424728
FAILED: Biliran, PHL
Eastern Samar, PHL: 23424723
Leyte, PHL: 23424723
Samar, PHL: 23424723
Southern Leyte, PHL: 23424723
Northern Samar, PHL: 23424723
Agusan del Norte, PHL: 23424726
Agusan del Sur, PHL: 23424726
Bukidnon, PHL: 23424730
Camiguin, PHL: 23424730
Davao del Norte, PHL: 23424727
Compostela Valley, PHL: 23424727
Dinagat Islands, PHL: 23424726
Surigao del Sur, PHL: 23424726
Misamis Oriental, PHL: 23424730
Davao Del Sur, PHL: 23424727
Davao Oriental, PHL: 23424727
Sarangani, PHL: 23424728
South Cotabato, PHL: 23424728
Sultan Kudarat, PHL: 23424728
FAILED: Evenk, RUS
Irkutsk, RUS: 2346896
FAILED: Krasnoyarsk, RUS
FAILED: Taymyr, RUS
FAILED: Tuva, RUS
FAILED: Buryat, RUS
FAILED: Ust-Orda Buryat, RUS
FAILED: Aga Buryat, RUS
FAILED: Amur, RUS
FAILED: Chita, RUS
FAILED: Primor'ye, RUS
FAILED: Chukot, RUS
FAILED: Yevrey, RUS
FAILED: Khabarovsk, RUS
FAILED: Maga Buryatdan, RUS
Sakhalin, RUS: 2346937
Central, FJI: 2345335
Eastern, FJI: 2345336
Northern, FJI: 2345337
Western, FJI: 2345338
Moyen-Ogoou, GAB: 2345451
Ngouni, GAB: 2345452
Nyanga, GAB: 2345453
Ogoou-Maritime, GAB: 2345456
Kgalagadi, BWA: 2344744
Bouenza, COG: 2344967
Haut-Ogoou, GAB: 2345450
Ogoou-Lolo, GAB: 2345455
North-West, BWA: 55949048
Central, BWA: 2344741
FAILED: Kalangala, UGA
Cankuzo, BDI: 2344904
FAILED: Karuzi, BDI
Rutana, BDI: 2344913
Ruyigi, BDI: 2344914
Bubanza, BDI: 2344902
Bururi, BDI: 2344903
FAILED: Cibitoke, BDI
Gitega, BDI: 2344906
Kayanza, BDI: 2344908
Makamba, BDI: 2344910
Ngozi, BDI: 2344912
Kirundo, BDI: 2344909
Muyinga, BDI: 2344911
Jubbada Hoose, SOM: 2347014
Kgatleng, BWA: 2344745
Kweneng, BWA: 2344746
South-East, BWA: 2344749
Southern, BWA: 2344750
Northern Territory, AUS: 2344701
Western Australia, AUS: 2344706
Christmas Island, CXR: 2347568
Australian Capital Territory, AUS: 2344699
New South Wales, AUS: 2344700
South Australia, AUS: 2344703
Victoria, AUS: 2344705
Queensland, AUS: 2344702
Rotuma, FJI: 20069921
FAILED: Norfolk Island, NFK
Tasmania, AUS: 2344704
Basse-Normandie, FRA: 7153311
Bretagne, FRA: 7153313
Poitou-Charentes, FRA: 7153327
Pays de la Loire, FRA: 7153325
Aquitaine, FRA: 7153309
Corse, FRA: 7153316
Provence-Alpes-Cte-d'Azur, FRA: 7153328
Languedoc-Roussillon, FRA: 7153320
Midi-Pyrnes, FRA: 7153323
Auvergne, FRA: 7153310
Bourgogne, FRA: 7153312
Centre, FRA: 7153314
Haute-Normandie, FRA: 7153318
FAILED: Brighton and Hove, GBR
FAILED: Havering, GBR
FAILED: Thurrock, GBR
East Sussex, GBR: 24554868
FAILED: Medway, GBR
FAILED: Southend-on-Sea, GBR
le-de-France, FRA: 7153319
Limousin, FRA: 7153321
Champagne-Ardenne, FRA: 7153315
Nord-Pas-de-Calais, FRA: 7153324
Picardie, FRA: 7153326
Franche-Comt, FRA: 7153317
Alsace, FRA: 7153330
Lorraine, FRA: 7153322
Timbuktu, MLI: 2346187
Kidal, MLI: 55999799
Gao, MLI: 2346181
Aisn del General Carlos Ibez del Campo, CHL: 2345019
Magallanes y Antrtica Chilena, CHL: 2345027
